Seed_ID,Raw_Row_ID,Claim_ID,Column_Name,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
SEED-00249,18111,CLM018111,Claim_Amount,Missing Claim Amount,Critical,<blank>,161249.03,Restored the deterministic source amount
SEED-00250,41772,CLM041772,Claim_Amount,Missing Claim Amount,Critical,<blank>,181813.23,Restored the deterministic source amount
SEED-00251,72706,CLM072706,Claim_Amount,Missing Claim Amount,Critical,<blank>,39004.39,Restored the deterministic source amount
SEED-00252,2067,CLM002067,Claim_Amount,Missing Claim Amount,Critical,<blank>,62047.84,Restored the deterministic source amount
SEED-00253,56603,CLM056603,Claim_Amount,Missing Claim Amount,Critical,<blank>,168651.0,Restored the deterministic source amount
SEED-00254,55028,CLM055028,Claim_Amount,Missing Claim Amount,Critical,<blank>,452202.59,Restored the deterministic source amount
SEED-00255,74834,CLM074834,Claim_Amount,Missing Claim Amount,Critical,<blank>,131423.65,Restored the deterministic source amount
SEED-00256,8728,CLM008728,Claim_Amount,Missing Claim Amount,Critical,<blank>,668623.08,Restored the deterministic source amount
SEED-00257,72853,CLM072853,Claim_Amount,Missing Claim Amount,Critical,<blank>,194060.76,Restored the deterministic source amount
SEED-00258,16518,CLM016518,Claim_Amount,Missing Claim Amount,Critical,<blank>,23145.29,Restored the deterministic source amount
SEED-00259,3281,CLM003281,Claim_Amount,Missing Claim Amount,Critical,<blank>,119042.48,Restored the deterministic source amount
SEED-00260,72494,CLM072494,Claim_Amount,Missing Claim Amount,Critical,<blank>,26658.7,Restored the deterministic source amount
SEED-00261,68064,CLM068064,Claim_Amount,Missing Claim Amount,Critical,<blank>,55140.04,Restored the deterministic source amount
SEED-00262,71068,CLM071068,Claim_Amount,Missing Claim Amount,Critical,<blank>,18975.09,Restored the deterministic source amount
SEED-00263,65954,CLM065954,Claim_Amount,Missing Claim Amount,Critical,<blank>,11937.77,Restored the deterministic source amount
SEED-00264,16047,CLM016047,Claim_Amount,Missing Claim Amount,Critical,<blank>,89883.1,Restored the deterministic source amount
SEED-00265,62807,CLM062807,Claim_Amount,Missing Claim Amount,Critical,<blank>,171840.2,Restored the deterministic source amount
SEED-00266,56195,CLM056195,Claim_Amount,Missing Claim Amount,Critical,<blank>,115924.98,Restored the deterministic source amount
SEED-00267,12465,CLM012465,Claim_Amount,Missing Claim Amount,Critical,<blank>,165240.68,Restored the deterministic source amount
SEED-00268,39731,CLM039731,Claim_Amount,Missing Claim Amount,Critical,<blank>,126543.57,Restored the deterministic source amount
SEED-00269,25617,CLM025617,Claim_Amount,Missing Claim Amount,Critical,<blank>,92751.69,Restored the deterministic source amount
SEED-00270,17780,CLM017780,Claim_Amount,Missing Claim Amount,Critical,<blank>,69161.81,Restored the deterministic source amount
SEED-00271,50739,CLM050739,Claim_Amount,Missing Claim Amount,Critical,<blank>,111334.73,Restored the deterministic source amount
SEED-00272,17750,CLM017750,Claim_Amount,Missing Claim Amount,Critical,<blank>,131796.23,Restored the deterministic source amount
SEED-00273,10196,CLM010196,Claim_Amount,Missing Claim Amount,Critical,<blank>,123015.26,Restored the deterministic source amount
SEED-00274,21503,CLM021503,Claim_Amount,Missing Claim Amount,Critical,<blank>,25030.24,Restored the deterministic source amount
SEED-00275,51673,CLM051673,Claim_Amount,Missing Claim Amount,Critical,<blank>,27954.39,Restored the deterministic source amount
SEED-00276,24148,CLM024148,Claim_Amount,Missing Claim Amount,Critical,<blank>,131631.7,Restored the deterministic source amount
SEED-00277,27847,CLM027847,Claim_Amount,Missing Claim Amount,Critical,<blank>,34650.91,Restored the deterministic source amount
SEED-00278,70730,CLM070730,Claim_Amount,Missing Claim Amount,Critical,<blank>,75222.25,Restored the deterministic source amount
SEED-00279,45305,CLM045305,Claim_Amount,Missing Claim Amount,Critical,<blank>,52881.43,Restored the deterministic source amount
SEED-00280,36277,CLM036277,Claim_Amount,Missing Claim Amount,Critical,<blank>,394851.99,Restored the deterministic source amount
SEED-00281,19355,CLM019355,Claim_Amount,Missing Claim Amount,Critical,<blank>,90760.73,Restored the deterministic source amount
SEED-00282,8193,CLM008193,Claim_Amount,Missing Claim Amount,Critical,<blank>,124486.02,Restored the deterministic source amount
SEED-00283,53815,CLM053815,Claim_Amount,Missing Claim Amount,Critical,<blank>,40694.0,Restored the deterministic source amount
SEED-00284,5011,CLM005011,Claim_Amount,Missing Claim Amount,Critical,<blank>,277668.52,Restored the deterministic source amount
SEED-00285,1429,CLM001429,Claim_Amount,Missing Claim Amount,Critical,<blank>,114961.76,Restored the deterministic source amount
SEED-00286,13969,CLM013969,Claim_Amount,Missing Claim Amount,Critical,<blank>,225217.81,Restored the deterministic source amount
SEED-00287,46764,CLM046764,Claim_Amount,Missing Claim Amount,Critical,<blank>,224611.42,Restored the deterministic source amount
SEED-00288,28000,CLM028000,Claim_Amount,Missing Claim Amount,Critical,<blank>,12225.6,Restored the deterministic source amount
SEED-00289,57753,CLM057753,Claim_Amount,Missing Claim Amount,Critical,<blank>,51439.74,Restored the deterministic source amount
SEED-00290,44791,CLM044791,Claim_Amount,Missing Claim Amount,Critical,<blank>,11260.42,Restored the deterministic source amount
SEED-00291,55409,CLM055409,Claim_Amount,Missing Claim Amount,Critical,<blank>,14717.21,Restored the deterministic source amount
SEED-00292,65279,CLM065279,Claim_Amount,Missing Claim Amount,Critical,<blank>,87006.39,Restored the deterministic source amount
SEED-00293,65585,CLM065585,Claim_Amount,Missing Claim Amount,Critical,<blank>,214181.21,Restored the deterministic source amount
SEED-00294,67770,CLM067770,Claim_Amount,Missing Claim Amount,Critical,<blank>,9756.71,Restored the deterministic source amount
SEED-00295,57481,CLM057481,Claim_Amount,Missing Claim Amount,Critical,<blank>,71799.29,Restored the deterministic source amount
SEED-00296,68560,CLM068560,Claim_Amount,Missing Claim Amount,Critical,<blank>,201562.26,Restored the deterministic source amount
SEED-00297,23195,CLM023195,Claim_Amount,Missing Claim Amount,Critical,<blank>,107372.23,Restored the deterministic source amount
SEED-00298,35772,CLM035772,Claim_Amount,Missing Claim Amount,Critical,<blank>,79952.32,Restored the deterministic source amount
SEED-00299,10443,CLM010443,Claim_Amount,Missing Claim Amount,Critical,<blank>,90892.29,Restored the deterministic source amount
SEED-00300,29010,CLM029010,Claim_Amount,Missing Claim Amount,Critical,<blank>,92204.76,Restored the deterministic source amount
SEED-00301,37322,CLM037322,Claim_Amount,Missing Claim Amount,Critical,<blank>,24709.88,Restored the deterministic source amount
SEED-00302,74610,CLM074610,Claim_Amount,Missing Claim Amount,Critical,<blank>,9215.69,Restored the deterministic source amount
SEED-00303,52103,CLM052103,Claim_Amount,Missing Claim Amount,Critical,<blank>,46481.08,Restored the deterministic source amount
SEED-00304,16353,CLM016353,Claim_Amount,Missing Claim Amount,Critical,<blank>,45463.95,Restored the deterministic source amount
SEED-00305,74908,CLM074908,Claim_Amount,Missing Claim Amount,Critical,<blank>,33126.55,Restored the deterministic source amount
SEED-00306,51678,CLM051678,Claim_Amount,Missing Claim Amount,Critical,<blank>,43016.01,Restored the deterministic source amount
SEED-00307,24071,CLM024071,Claim_Amount,Missing Claim Amount,Critical,<blank>,52752.09,Restored the deterministic source amount
SEED-00308,54646,CLM054646,Claim_Amount,Missing Claim Amount,Critical,<blank>,94583.06,Restored the deterministic source amount
SEED-00309,3542,CLM003542,Claim_Amount,Missing Claim Amount,Critical,<blank>,34324.13,Restored the deterministic source amount
SEED-00310,41867,CLM041867,Claim_Amount,Missing Claim Amount,Critical,<blank>,111636.79,Restored the deterministic source amount
SEED-00311,63688,CLM063688,Claim_Amount,Missing Claim Amount,Critical,<blank>,199614.13,Restored the deterministic source amount
SEED-00312,33424,CLM033424,Claim_Amount,Missing Claim Amount,Critical,<blank>,136157.07,Restored the deterministic source amount
SEED-00313,64756,CLM064756,Claim_Amount,Missing Claim Amount,Critical,<blank>,167248.86,Restored the deterministic source amount
SEED-00314,62930,CLM062930,Claim_Amount,Missing Claim Amount,Critical,<blank>,191545.21,Restored the deterministic source amount
SEED-00315,60372,CLM060372,Claim_Amount,Missing Claim Amount,Critical,<blank>,21751.55,Restored the deterministic source amount
SEED-00316,6414,CLM006414,Claim_Amount,Missing Claim Amount,Critical,<blank>,270427.01,Restored the deterministic source amount
SEED-00317,2760,CLM002760,Claim_Amount,Missing Claim Amount,Critical,<blank>,71285.24,Restored the deterministic source amount
SEED-00318,47435,CLM047435,Claim_Amount,Missing Claim Amount,Critical,<blank>,173978.79,Restored the deterministic source amount
SEED-00319,56499,CLM056499,Claim_Amount,Missing Claim Amount,Critical,<blank>,210958.45,Restored the deterministic source amount
SEED-00320,22539,CLM022539,Claim_Amount,Missing Claim Amount,Critical,<blank>,153091.24,Restored the deterministic source amount
SEED-00321,20312,CLM020312,Claim_Amount,Missing Claim Amount,Critical,<blank>,26264.16,Restored the deterministic source amount
SEED-00322,57001,CLM057001,Claim_Amount,Missing Claim Amount,Critical,<blank>,40814.89,Restored the deterministic source amount
SEED-00323,19569,CLM019569,Claim_Amount,Missing Claim Amount,Critical,<blank>,74802.46,Restored the deterministic source amount
SEED-00324,69213,CLM069213,Claim_Amount,Missing Claim Amount,Critical,<blank>,396340.8,Restored the deterministic source amount
SEED-00325,2592,CLM002592,Claim_Amount,Missing Claim Amount,Critical,<blank>,113600.51,Restored the deterministic source amount
SEED-00326,480,CLM000480,Claim_Amount,Missing Claim Amount,Critical,<blank>,138642.16,Restored the deterministic source amount
SEED-00327,38624,CLM038624,Claim_Amount,Missing Claim Amount,Critical,<blank>,272347.22,Restored the deterministic source amount
SEED-00328,46356,CLM046356,Claim_Amount,Missing Claim Amount,Critical,<blank>,25100.65,Restored the deterministic source amount
SEED-00329,4433,CLM004433,Claim_Amount,Missing Claim Amount,Critical,<blank>,69131.64,Restored the deterministic source amount
SEED-00330,6529,CLM006529,Claim_Amount,Missing Claim Amount,Critical,<blank>,162498.13,Restored the deterministic source amount
SEED-00331,64974,CLM064974,Claim_Amount,Missing Claim Amount,Critical,<blank>,3199693.12,Restored the deterministic source amount
SEED-00332,67627,CLM067627,Claim_Amount,Missing Claim Amount,Critical,<blank>,307071.87,Restored the deterministic source amount
SEED-00333,59631,CLM059631,Claim_Amount,Missing Claim Amount,Critical,<blank>,8358.06,Restored the deterministic source amount
SEED-00334,5089,CLM005089,Claim_Amount,Missing Claim Amount,Critical,<blank>,24801.43,Restored the deterministic source amount
SEED-00335,11868,CLM011868,Claim_Amount,Missing Claim Amount,Critical,<blank>,12270.76,Restored the deterministic source amount
SEED-00336,62601,CLM062601,Claim_Amount,Missing Claim Amount,Critical,<blank>,76220.55,Restored the deterministic source amount
SEED-00337,61772,CLM061772,Claim_Amount,Missing Claim Amount,Critical,<blank>,144078.84,Restored the deterministic source amount
SEED-00338,8213,CLM008213,Claim_Amount,Missing Claim Amount,Critical,<blank>,214721.69,Restored the deterministic source amount
SEED-00339,56324,CLM056324,Claim_Amount,Missing Claim Amount,Critical,<blank>,23189.73,Restored the deterministic source amount
SEED-00340,54793,CLM054793,Claim_Amount,Missing Claim Amount,Critical,<blank>,59948.38,Restored the deterministic source amount
SEED-00341,49024,CLM049024,Claim_Amount,Missing Claim Amount,Critical,<blank>,103690.68,Restored the deterministic source amount
SEED-00342,7228,CLM007228,Claim_Amount,Missing Claim Amount,Critical,<blank>,7580.3,Restored the deterministic source amount
SEED-00343,1790,CLM001790,Claim_Amount,Missing Claim Amount,Critical,<blank>,26175.71,Restored the deterministic source amount
SEED-00344,65668,CLM065668,Claim_Amount,Missing Claim Amount,Critical,<blank>,4773.42,Restored the deterministic source amount
SEED-00345,66846,CLM066846,Claim_Amount,Missing Claim Amount,Critical,<blank>,189696.3,Restored the deterministic source amount
SEED-00346,30761,CLM030761,Claim_Amount,Missing Claim Amount,Critical,<blank>,65501.83,Restored the deterministic source amount
SEED-00347,3455,CLM003455,Claim_Amount,Missing Claim Amount,Critical,<blank>,56397.48,Restored the deterministic source amount
SEED-00348,40894,CLM040894,Claim_Amount,Missing Claim Amount,Critical,<blank>,136853.25,Restored the deterministic source amount
SEED-00349,21644,CLM021644,Claim_Amount,Missing Claim Amount,Critical,<blank>,137702.13,Restored the deterministic source amount
SEED-00350,45958,CLM045958,Claim_Amount,Missing Claim Amount,Critical,<blank>,33928.79,Restored the deterministic source amount
SEED-00351,15770,CLM015770,Claim_Amount,Missing Claim Amount,Critical,<blank>,4386.6,Restored the deterministic source amount
SEED-00352,25028,CLM025028,Claim_Amount,Missing Claim Amount,Critical,<blank>,37455.89,Restored the deterministic source amount
SEED-00353,36943,CLM036943,Claim_Amount,Missing Claim Amount,Critical,<blank>,226715.39,Restored the deterministic source amount
SEED-00354,68841,CLM068841,Claim_Amount,Missing Claim Amount,Critical,<blank>,756940.86,Restored the deterministic source amount
SEED-00355,41227,CLM041227,Claim_Amount,Missing Claim Amount,Critical,<blank>,182268.72,Restored the deterministic source amount
SEED-00356,53823,CLM053823,Claim_Amount,Missing Claim Amount,Critical,<blank>,218910.53,Restored the deterministic source amount
SEED-00357,74572,CLM074572,Claim_Amount,Missing Claim Amount,Critical,<blank>,72085.29,Restored the deterministic source amount
SEED-00358,2063,CLM002063,Claim_Amount,Missing Claim Amount,Critical,<blank>,75015.35,Restored the deterministic source amount
SEED-00359,9861,CLM009861,Claim_Amount,Missing Claim Amount,Critical,<blank>,121302.65,Restored the deterministic source amount
SEED-00360,8547,CLM008547,Claim_Amount,Missing Claim Amount,Critical,<blank>,38706.96,Restored the deterministic source amount
SEED-00361,14086,CLM014086,Claim_Amount,Missing Claim Amount,Critical,<blank>,92228.33,Restored the deterministic source amount
SEED-00362,23455,CLM023455,Claim_Amount,Missing Claim Amount,Critical,<blank>,100510.38,Restored the deterministic source amount
SEED-00363,27390,CLM027390,Claim_Amount,Missing Claim Amount,Critical,<blank>,417203.08,Restored the deterministic source amount
SEED-00364,14187,CLM014187,Claim_Amount,Missing Claim Amount,Critical,<blank>,171962.07,Restored the deterministic source amount
SEED-00365,2189,CLM002189,Claim_Amount,Missing Claim Amount,Critical,<blank>,5457.53,Restored the deterministic source amount
SEED-00366,22298,CLM022298,Claim_Amount,Missing Claim Amount,Critical,<blank>,76114.41,Restored the deterministic source amount
SEED-00367,54323,CLM054323,Claim_Amount,Missing Claim Amount,Critical,<blank>,25071.81,Restored the deterministic source amount
SEED-00368,43033,CLM043033,Claim_Amount,Missing Claim Amount,Critical,<blank>,11261.18,Restored the deterministic source amount
SEED-00369,2689,CLM002689,Claim_Amount,Missing Claim Amount,Critical,<blank>,26058.61,Restored the deterministic source amount
SEED-00370,47420,CLM047420,Claim_Amount,Missing Claim Amount,Critical,<blank>,30201.25,Restored the deterministic source amount
