Issue_ID,Claim_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
DQ-00285,CLM001429,Missing Claim Amount,Critical,<blank>,114961.76,Restored the deterministic source amount
DQ-00286,CLM013969,Missing Claim Amount,Critical,<blank>,225217.81,Restored the deterministic source amount
DQ-00287,CLM046764,Missing Claim Amount,Critical,<blank>,224611.42,Restored the deterministic source amount
DQ-00288,CLM028000,Missing Claim Amount,Critical,<blank>,12225.6,Restored the deterministic source amount
DQ-00289,CLM057753,Missing Claim Amount,Critical,<blank>,51439.74,Restored the deterministic source amount
DQ-00290,CLM044791,Missing Claim Amount,Critical,<blank>,11260.42,Restored the deterministic source amount
DQ-00291,CLM055409,Missing Claim Amount,Critical,<blank>,14717.21,Restored the deterministic source amount
DQ-00292,CLM065279,Missing Claim Amount,Critical,<blank>,87006.39,Restored the deterministic source amount
DQ-00293,CLM065585,Missing Claim Amount,Critical,<blank>,214181.21,Restored the deterministic source amount
DQ-00294,CLM067770,Missing Claim Amount,Critical,<blank>,9756.71,Restored the deterministic source amount
DQ-00295,CLM057481,Missing Claim Amount,Critical,<blank>,71799.29,Restored the deterministic source amount
DQ-00296,CLM068560,Missing Claim Amount,Critical,<blank>,201562.26,Restored the deterministic source amount
DQ-00297,CLM023195,Missing Claim Amount,Critical,<blank>,107372.23,Restored the deterministic source amount
DQ-00298,CLM035772,Missing Claim Amount,Critical,<blank>,79952.32,Restored the deterministic source amount
DQ-00299,CLM010443,Missing Claim Amount,Critical,<blank>,90892.29,Restored the deterministic source amount
DQ-00300,CLM029010,Missing Claim Amount,Critical,<blank>,92204.76,Restored the deterministic source amount
DQ-00301,CLM037322,Missing Claim Amount,Critical,<blank>,24709.88,Restored the deterministic source amount
DQ-00302,CLM074610,Missing Claim Amount,Critical,<blank>,9215.69,Restored the deterministic source amount
DQ-00303,CLM052103,Missing Claim Amount,Critical,<blank>,46481.08,Restored the deterministic source amount
DQ-00304,CLM016353,Missing Claim Amount,Critical,<blank>,45463.95,Restored the deterministic source amount
DQ-00305,CLM074908,Missing Claim Amount,Critical,<blank>,33126.55,Restored the deterministic source amount
DQ-00306,CLM051678,Missing Claim Amount,Critical,<blank>,43016.01,Restored the deterministic source amount
DQ-00307,CLM024071,Missing Claim Amount,Critical,<blank>,52752.09,Restored the deterministic source amount
DQ-00308,CLM054646,Missing Claim Amount,Critical,<blank>,94583.06,Restored the deterministic source amount
DQ-00309,CLM003542,Missing Claim Amount,Critical,<blank>,34324.13,Restored the deterministic source amount
DQ-00310,CLM041867,Missing Claim Amount,Critical,<blank>,111636.79,Restored the deterministic source amount
DQ-00311,CLM063688,Missing Claim Amount,Critical,<blank>,199614.13,Restored the deterministic source amount
DQ-00312,CLM033424,Missing Claim Amount,Critical,<blank>,136157.07,Restored the deterministic source amount
DQ-00313,CLM064756,Missing Claim Amount,Critical,<blank>,167248.86,Restored the deterministic source amount
DQ-00314,CLM062930,Missing Claim Amount,Critical,<blank>,191545.21,Restored the deterministic source amount
DQ-00315,CLM060372,Missing Claim Amount,Critical,<blank>,21751.55,Restored the deterministic source amount
DQ-00316,CLM006414,Missing Claim Amount,Critical,<blank>,270427.01,Restored the deterministic source amount
DQ-00317,CLM002760,Missing Claim Amount,Critical,<blank>,71285.24,Restored the deterministic source amount
DQ-00318,CLM047435,Missing Claim Amount,Critical,<blank>,173978.79,Restored the deterministic source amount
DQ-00319,CLM056499,Missing Claim Amount,Critical,<blank>,210958.45,Restored the deterministic source amount
DQ-00320,CLM022539,Missing Claim Amount,Critical,<blank>,153091.24,Restored the deterministic source amount
DQ-00321,CLM020312,Missing Claim Amount,Critical,<blank>,26264.16,Restored the deterministic source amount
DQ-00322,CLM057001,Missing Claim Amount,Critical,<blank>,40814.89,Restored the deterministic source amount
DQ-00323,CLM019569,Missing Claim Amount,Critical,<blank>,74802.46,Restored the deterministic source amount
DQ-00324,CLM069213,Missing Claim Amount,Critical,<blank>,396340.8,Restored the deterministic source amount
DQ-00325,CLM002592,Missing Claim Amount,Critical,<blank>,113600.51,Restored the deterministic source amount
DQ-00326,CLM000480,Missing Claim Amount,Critical,<blank>,138642.16,Restored the deterministic source amount
DQ-00327,CLM038624,Missing Claim Amount,Critical,<blank>,272347.22,Restored the deterministic source amount
DQ-00328,CLM046356,Missing Claim Amount,Critical,<blank>,25100.65,Restored the deterministic source amount
DQ-00329,CLM004433,Missing Claim Amount,Critical,<blank>,69131.64,Restored the deterministic source amount
DQ-00330,CLM006529,Missing Claim Amount,Critical,<blank>,162498.13,Restored the deterministic source amount
DQ-00331,CLM064974,Missing Claim Amount,Critical,<blank>,3199693.12,Restored the deterministic source amount
DQ-00332,CLM067627,Missing Claim Amount,Critical,<blank>,307071.87,Restored the deterministic source amount
DQ-00333,CLM059631,Missing Claim Amount,Critical,<blank>,8358.06,Restored the deterministic source amount
DQ-00334,CLM005089,Missing Claim Amount,Critical,<blank>,24801.43,Restored the deterministic source amount
DQ-00335,CLM011868,Missing Claim Amount,Critical,<blank>,12270.76,Restored the deterministic source amount
DQ-00336,CLM062601,Missing Claim Amount,Critical,<blank>,76220.55,Restored the deterministic source amount
DQ-00337,CLM061772,Missing Claim Amount,Critical,<blank>,144078.84,Restored the deterministic source amount
DQ-00338,CLM008213,Missing Claim Amount,Critical,<blank>,214721.69,Restored the deterministic source amount
DQ-00339,CLM056324,Missing Claim Amount,Critical,<blank>,23189.73,Restored the deterministic source amount
DQ-00340,CLM054793,Missing Claim Amount,Critical,<blank>,59948.38,Restored the deterministic source amount
DQ-00341,CLM049024,Missing Claim Amount,Critical,<blank>,103690.68,Restored the deterministic source amount
DQ-00342,CLM007228,Missing Claim Amount,Critical,<blank>,7580.3,Restored the deterministic source amount
DQ-00343,CLM001790,Missing Claim Amount,Critical,<blank>,26175.71,Restored the deterministic source amount
DQ-00344,CLM065668,Missing Claim Amount,Critical,<blank>,4773.42,Restored the deterministic source amount
DQ-00345,CLM066846,Missing Claim Amount,Critical,<blank>,189696.3,Restored the deterministic source amount
DQ-00346,CLM030761,Missing Claim Amount,Critical,<blank>,65501.83,Restored the deterministic source amount
DQ-00347,CLM003455,Missing Claim Amount,Critical,<blank>,56397.48,Restored the deterministic source amount
DQ-00348,CLM040894,Missing Claim Amount,Critical,<blank>,136853.25,Restored the deterministic source amount
DQ-00349,CLM021644,Missing Claim Amount,Critical,<blank>,137702.13,Restored the deterministic source amount
DQ-00350,CLM045958,Missing Claim Amount,Critical,<blank>,33928.79,Restored the deterministic source amount
DQ-00351,CLM015770,Missing Claim Amount,Critical,<blank>,4386.6,Restored the deterministic source amount
DQ-00352,CLM025028,Missing Claim Amount,Critical,<blank>,37455.89,Restored the deterministic source amount
DQ-00353,CLM036943,Missing Claim Amount,Critical,<blank>,226715.39,Restored the deterministic source amount
DQ-00354,CLM068841,Missing Claim Amount,Critical,<blank>,756940.86,Restored the deterministic source amount
DQ-00355,CLM041227,Missing Claim Amount,Critical,<blank>,182268.72,Restored the deterministic source amount
DQ-00356,CLM053823,Missing Claim Amount,Critical,<blank>,218910.53,Restored the deterministic source amount
DQ-00357,CLM074572,Missing Claim Amount,Critical,<blank>,72085.29,Restored the deterministic source amount
DQ-00358,CLM002063,Missing Claim Amount,Critical,<blank>,75015.35,Restored the deterministic source amount
DQ-00359,CLM009861,Missing Claim Amount,Critical,<blank>,121302.65,Restored the deterministic source amount
DQ-00360,CLM008547,Missing Claim Amount,Critical,<blank>,38706.96,Restored the deterministic source amount
DQ-00361,CLM014086,Missing Claim Amount,Critical,<blank>,92228.33,Restored the deterministic source amount
DQ-00362,CLM023455,Missing Claim Amount,Critical,<blank>,100510.38,Restored the deterministic source amount
DQ-00363,CLM027390,Missing Claim Amount,Critical,<blank>,417203.08,Restored the deterministic source amount
DQ-00364,CLM014187,Missing Claim Amount,Critical,<blank>,171962.07,Restored the deterministic source amount
DQ-00365,CLM002189,Missing Claim Amount,Critical,<blank>,5457.53,Restored the deterministic source amount
DQ-00366,CLM022298,Missing Claim Amount,Critical,<blank>,76114.41,Restored the deterministic source amount
DQ-00367,CLM054323,Missing Claim Amount,Critical,<blank>,25071.81,Restored the deterministic source amount
DQ-00368,CLM043033,Missing Claim Amount,Critical,<blank>,11261.18,Restored the deterministic source amount
DQ-00369,CLM002689,Missing Claim Amount,Critical,<blank>,26058.61,Restored the deterministic source amount
DQ-00370,CLM047420,Missing Claim Amount,Critical,<blank>,30201.25,Restored the deterministic source amount
DQ-00371,CLM073503,Missing Claim Amount,Critical,<blank>,65592.45,Restored the deterministic source amount
DQ-00372,CLM003817,Missing Claim Amount,Critical,<blank>,102640.4,Restored the deterministic source amount
DQ-00373,CLM056073,Missing Claim Amount,Critical,<blank>,602484.43,Restored the deterministic source amount
DQ-00374,CLM051488,Missing Claim Amount,Critical,<blank>,272807.62,Restored the deterministic source amount
DQ-00375,CLM066447,Missing Claim Amount,Critical,<blank>,701891.95,Restored the deterministic source amount
DQ-00376,CLM055334,Missing Claim Amount,Critical,<blank>,304511.84,Restored the deterministic source amount
DQ-00377,CLM013794,Missing Claim Amount,Critical,<blank>,85896.36,Restored the deterministic source amount
DQ-00378,CLM031131,Missing Claim Amount,Critical,<blank>,133867.09,Restored the deterministic source amount
DQ-00379,CLM061548,Missing Claim Amount,Critical,<blank>,181515.83,Restored the deterministic source amount
DQ-00380,CLM017098,Missing Claim Amount,Critical,<blank>,117447.07,Restored the deterministic source amount
DQ-00381,CLM017344,Negative Claim Amount,Critical,-42446.55,42446.55,Replaced with the validated positive source amount
DQ-00382,CLM006198,Negative Claim Amount,Critical,-315740.98,315740.98,Replaced with the validated positive source amount
DQ-00383,CLM039104,Negative Claim Amount,Critical,-138845.59,138845.59,Replaced with the validated positive source amount
DQ-00384,CLM040276,Negative Claim Amount,Critical,-45053.96,45053.96,Replaced with the validated positive source amount
DQ-00385,CLM046362,Negative Claim Amount,Critical,-83578.1,83578.1,Replaced with the validated positive source amount
DQ-00386,CLM071604,Negative Claim Amount,Critical,-45326.58,45326.58,Replaced with the validated positive source amount
DQ-00387,CLM030112,Negative Claim Amount,Critical,-144164.36,144164.36,Replaced with the validated positive source amount
DQ-00388,CLM052550,Negative Claim Amount,Critical,-189156.67,189156.67,Replaced with the validated positive source amount
DQ-00389,CLM055111,Negative Claim Amount,Critical,-72894.48,72894.48,Replaced with the validated positive source amount
DQ-00390,CLM062437,Negative Claim Amount,Critical,-38398.51,38398.51,Replaced with the validated positive source amount
DQ-00391,CLM005158,Negative Claim Amount,Critical,-30995.67,30995.67,Replaced with the validated positive source amount
DQ-00392,CLM044862,Negative Claim Amount,Critical,-377270.84,377270.84,Replaced with the validated positive source amount
DQ-00393,CLM036433,Negative Claim Amount,Critical,-256532.4,256532.4,Replaced with the validated positive source amount
DQ-00394,CLM007535,Negative Claim Amount,Critical,-209812.93,209812.93,Replaced with the validated positive source amount
DQ-00395,CLM045674,Negative Claim Amount,Critical,-231304.35,231304.35,Replaced with the validated positive source amount
DQ-00396,CLM066682,Negative Claim Amount,Critical,-504457.88,504457.88,Replaced with the validated positive source amount
DQ-00397,CLM039773,Negative Claim Amount,Critical,-170508.67,170508.67,Replaced with the validated positive source amount
DQ-00398,CLM037763,Negative Claim Amount,Critical,-201141.19,201141.19,Replaced with the validated positive source amount
DQ-00399,CLM060433,Negative Claim Amount,Critical,-162891.8,162891.8,Replaced with the validated positive source amount
DQ-00400,CLM062281,Negative Claim Amount,Critical,-547341.6,547341.6,Replaced with the validated positive source amount
DQ-00401,CLM070233,Negative Claim Amount,Critical,-132992.14,132992.14,Replaced with the validated positive source amount
DQ-00402,CLM015023,Negative Claim Amount,Critical,-70539.21,70539.21,Replaced with the validated positive source amount
DQ-00403,CLM049212,Negative Claim Amount,Critical,-60047.94,60047.94,Replaced with the validated positive source amount
DQ-00404,CLM025946,Negative Claim Amount,Critical,-34795.51,34795.51,Replaced with the validated positive source amount
DQ-00405,CLM013602,Negative Claim Amount,Critical,-665467.04,665467.04,Replaced with the validated positive source amount
DQ-00406,CLM018979,Negative Claim Amount,Critical,-21286.16,21286.16,Replaced with the validated positive source amount
DQ-00407,CLM029070,Negative Claim Amount,Critical,-113550.43,113550.43,Replaced with the validated positive source amount
DQ-00408,CLM033847,Negative Claim Amount,Critical,-445910.56,445910.56,Replaced with the validated positive source amount
DQ-00409,CLM070294,Negative Claim Amount,Critical,-1311164.42,1311164.42,Replaced with the validated positive source amount
DQ-00410,CLM023762,Negative Claim Amount,Critical,-187854.15,187854.15,Replaced with the validated positive source amount
DQ-00411,CLM034987,Negative Claim Amount,Critical,-46905.71,46905.71,Replaced with the validated positive source amount
DQ-00412,CLM048412,Negative Claim Amount,Critical,-53422.83,53422.83,Replaced with the validated positive source amount
DQ-00413,CLM049489,Negative Claim Amount,Critical,-169829.16,169829.16,Replaced with the validated positive source amount
DQ-00414,CLM040856,Negative Claim Amount,Critical,-39563.9,39563.9,Replaced with the validated positive source amount
DQ-00415,CLM020629,Negative Claim Amount,Critical,-188319.93,188319.93,Replaced with the validated positive source amount
DQ-00416,CLM017519,Negative Claim Amount,Critical,-139687.0,139687.0,Replaced with the validated positive source amount
DQ-00417,CLM057689,Negative Claim Amount,Critical,-46315.12,46315.12,Replaced with the validated positive source amount
DQ-00418,CLM040599,Negative Claim Amount,Critical,-69093.08,69093.08,Replaced with the validated positive source amount
DQ-00419,CLM022102,Negative Claim Amount,Critical,-67843.69,67843.69,Replaced with the validated positive source amount
DQ-00420,CLM017574,Negative Claim Amount,Critical,-170720.96,170720.96,Replaced with the validated positive source amount
DQ-00421,CLM058894,Negative Claim Amount,Critical,-94046.24,94046.24,Replaced with the validated positive source amount
DQ-00422,CLM039867,Negative Claim Amount,Critical,-28709.33,28709.33,Replaced with the validated positive source amount
DQ-00423,CLM041374,Negative Claim Amount,Critical,-103445.33,103445.33,Replaced with the validated positive source amount
DQ-00424,CLM006162,Negative Claim Amount,Critical,-712850.76,712850.76,Replaced with the validated positive source amount
DQ-00425,CLM052720,Negative Claim Amount,Critical,-61647.08,61647.08,Replaced with the validated positive source amount
